Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2018-10-18,33-292,LAL,@,POR,L (-9),1,37:20,9,16,.563,0,4,.000,8,9,.889,2,10,12,6,1,0,6,3,26,20.4,-4
2,2,2018-10-20,33-294,LAL,,HOU,L (-9),1,38:52,9,22,.409,1,7,.143,5,7,.714,0,5,5,5,2,1,1,0,24,18.1,-13
3,3,2018-10-22,33-296,LAL,,SAS,L (-1),1,42:52,11,25,.440,2,8,.250,8,11,.727,2,6,8,14,1,1,5,2,32,26.6,-5
4,4,2018-10-24,33-298,LAL,@,PHO,W (+18),1,28:04,7,16,.438,1,5,.200,4,4,1.000,0,7,7,10,3,0,0,1,19,22.3,+19
5,5,2018-10-25,33-299,LAL,,DEN,W (+7),1,34:40,10,17,.588,1,5,.200,7,10,.700,0,11,11,11,3,0,2,3,28,29.7,+13
6,6,2018-10-27,33-301,LAL,@,SAS,L (-4),1,34:18,13,21,.619,2,6,.333,7,8,.875,1,10,11,4,2,0,4,3,35,28.4,-1
7,7,2018-10-29,33-303,LAL,@,MIN,L (-4),1,36:16,11,23,.478,3,6,.500,4,5,.800,3,7,10,8,2,2,5,2,29,24.3,-6
8,8,2018-10-31,33-305,LAL,,DAL,W (+1),1,38:34,11,19,.579,2,3,.667,5,7,.714,0,5,5,6,3,0,3,3,29,23.8,+5
9,9,2018-11-03,33-308,LAL,@,POR,W (+4),1,31:21,9,20,.450,1,5,.200,9,11,.818,0,5,5,7,0,2,3,1,28,21.2,-22
10,10,2018-11-04,33-309,LAL,,TOR,L (-14),1,28:17,6,12,.500,2,3,.667,4,7,.571,0,2,2,6,0,1,3,3,18,12.1,-16
11,11,2018-11-07,33-312,LAL,,MIN,W (+4),1,38:32,10,21,.476,3,9,.333,1,2,.500,1,10,11,9,0,2,3,1,24,20.9,+3
